code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,forumng_clicks,edu_simple,D_peer,Y_withdrawn,Y_pass
CCC,2014B,189428.0,F,South Region,Lower Than A Level,80-90%,0-35,0.0,30.0,Y,Pass,715.0,8.0,Low,1,0,1
CCC,2014B,189624.0,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0.0,150.0,N,Pass,2991.0,131.0,High,1,0,1
CCC,2014B,191000.0,M,Scotland,Post Graduate Qualification,80-90%,0-35,0.0,60.0,N,Withdrawn,95.0,0.0,Other,0,1,0
CCC,2014B,191797.0,F,North Western Region,A Level or Equivalent,80-90%,0-35,0.0,30.0,N,Pass,728.0,17.0,High,1,0,1
CCC,2014B,193163.0,M,Scotland,HE Qualification,70-80%,35-55,0.0,90.0,N,Fail,872.0,134.0,High,1,0,0
CCC,2014B,194377.0,F,Wales,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,197486.0,M,Wales,HE Qualification,60-70%,0-35,0.0,60.0,N,Withdrawn,332.0,0.0,High,0,1,0
CCC,2014B,198902.0,M,London Region,Lower Than A Level,0-10%,0-35,0.0,60.0,N,Fail,471.0,3.0,Low,1,0,0
CCC,2014B,200372.0,M,Scotland,HE Qualification,20-30%,35-55,0.0,120.0,N,Withdrawn,437.0,24.0,High,1,1,0
CCC,2014B,201327.0,M,North Western Region,HE Qualification,90-100%,35-55,0.0,30.0,N,Fail,1137.0,8.0,High,1,0,0
CCC,2014B,203707.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0.0,150.0,N,Withdrawn,56.0,0.0,High,0,1,0
CCC,2014B,204725.0,M,South Region,A Level or Equivalent,90-100%,0-35,0.0,30.0,N,Pass,2136.0,46.0,High,1,0,1
CCC,2014B,205398.0,M,London Region,A Level or Equivalent,20-30%,35-55,0.0,60.0,N,Fail,1357.0,12.0,High,1,0,0
CCC,2014B,205425.0,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Distinction,1736.0,77.0,High,1,0,1
CCC,2014B,206245.0,M,North Western Region,HE Qualification,0-10%,35-55,0.0,40.0,N,Pass,2039.0,846.0,High,1,0,1
CCC,2014B,206599.0,M,South West Region,A Level or Equivalent,90-100%,0-35,0.0,90.0,N,Fail,1170.0,141.0,High,1,0,0
CCC,2014B,227192.0,M,London Region,Lower Than A Level,60-70%,0-35,0.0,60.0,N,Pass,1492.0,46.0,Low,1,0,1
CCC,2014B,227752.0,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0.0,30.0,N,Fail,1830.0,8.0,Low,1,0,0
CCC,2014B,227833.0,F,South Region,A Level or Equivalent,60-70%,35-55,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,228153.0,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0.0,90.0,N,Fail,128.0,0.0,Low,0,0,0
CCC,2014B,228743.0,M,South East Region,Lower Than A Level,40-50%,35-55,0.0,90.0,N,Fail,0.0,0.0,Low,0,0,0
CCC,2014B,229499.0,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0.0,90.0,N,Fail,37.0,0.0,High,0,0,0
CCC,2014B,230340.0,M,London Region,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,230761.0,M,North Region,A Level or Equivalent,80-90%,0-35,0.0,180.0,N,Fail,448.0,2.0,High,1,0,0
CCC,2014B,231339.0,F,Scotland,Post Graduate Qualification,80-90%,0-35,0.0,60.0,N,Distinction,2571.0,484.0,Other,1,0,1
CCC,2014B,232833.0,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0.0,60.0,N,Withdrawn,151.0,0.0,High,0,1,0
CCC,2014B,233444.0,M,London Region,Lower Than A Level,0-10%,0-35,0.0,60.0,N,Withdrawn,720.0,22.0,Low,1,1,0
CCC,2014B,234068.0,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0.0,90.0,N,Fail,2.0,0.0,Low,0,0,0
CCC,2014B,234311.0,M,Scotland,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Fail,722.0,71.0,High,1,0,0
CCC,2014B,234740.0,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0.0,30.0,N,Withdrawn,683.0,79.0,Low,1,1,0
CCC,2014B,235175.0,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0.0,90.0,Y,Withdrawn,0.0,0.0,Low,0,1,0
CCC,2014B,236205.0,M,Ireland,HE Qualification,,35-55,0.0,30.0,N,Pass,3318.0,288.0,High,1,0,1
CCC,2014B,236620.0,M,South Region,A Level or Equivalent,30-40%,35-55,0.0,60.0,N,Pass,3134.0,1104.0,High,1,0,1
CCC,2014B,237934.0,M,Scotland,HE Qualification,80-90%,0-35,0.0,60.0,N,Fail,144.0,13.0,High,1,0,0
CCC,2014B,239707.0,M,Wales,A Level or Equivalent,50-60%,35-55,0.0,60.0,N,Withdrawn,444.0,33.0,High,1,1,0
CCC,2014B,241955.0,M,South West Region,HE Qualification,30-40%,0-35,0.0,60.0,N,Fail,313.0,21.0,High,1,0,0
CCC,2014B,242778.0,M,Scotland,HE Qualification,90-100%,35-55,0.0,90.0,N,Withdrawn,778.0,156.0,High,1,1,0
CCC,2014B,242858.0,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Pass,2168.0,200.0,High,1,0,1
CCC,2014B,243351.0,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0.0,90.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,244902.0,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0.0,30.0,N,Withdrawn,134.0,0.0,High,0,1,0
CCC,2014B,244977.0,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0.0,60.0,N,Pass,3744.0,212.0,High,1,0,1
CCC,2014B,245217.0,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0.0,235.0,N,Withdrawn,947.0,46.0,High,1,1,0
CCC,2014B,245494.0,M,Scotland,HE Qualification,60-70%,35-55,0.0,90.0,N,Withdrawn,1971.0,547.0,High,1,1,0
CCC,2014B,246248.0,F,South West Region,HE Qualification,40-50%,0-35,0.0,60.0,N,Fail,4.0,0.0,High,0,0,0
CCC,2014B,247819.0,M,South East Region,Lower Than A Level,30-40%,0-35,0.0,60.0,N,Pass,1540.0,70.0,Low,1,0,1
CCC,2014B,248252.0,F,Yorkshire Region,HE Qualification,0-10%,35-55,0.0,90.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,250092.0,M,North Western Region,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Fail,17.0,0.0,High,0,0,0
CCC,2014B,251385.0,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0.0,60.0,N,Distinction,3722.0,393.0,High,1,0,1
CCC,2014B,253859.0,M,Scotland,A Level or Equivalent,90-100%,0-35,0.0,30.0,N,Distinction,1588.0,7.0,High,1,0,1
CCC,2014B,255140.0,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0.0,120.0,N,Withdrawn,83.0,0.0,High,0,1,0
CCC,2014B,255310.0,M,East Midlands Region,HE Qualification,80-90%,0-35,0.0,90.0,N,Pass,1957.0,62.0,High,1,0,1
CCC,2014B,256532.0,M,South Region,A Level or Equivalent,50-60%,35-55,0.0,70.0,N,Withdrawn,41.0,1.0,High,1,1,0
CCC,2014B,260062.0,M,Scotland,HE Qualification,90-100%,0-35,0.0,150.0,N,Withdrawn,87.0,0.0,High,0,1,0
CCC,2014B,260949.0,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0.0,150.0,N,Pass,473.0,5.0,High,1,0,1
CCC,2014B,261042.0,M,London Region,Lower Than A Level,60-70%,0-35,0.0,120.0,N,Fail,0.0,0.0,Low,0,0,0
CCC,2014B,261265.0,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0.0,120.0,N,Fail,1672.0,16.0,Low,1,0,0
CCC,2014B,261615.0,M,Yorkshire Region,HE Qualification,20-30%,0-35,0.0,60.0,N,Pass,4396.0,1304.0,High,1,0,1
CCC,2014B,262391.0,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0.0,240.0,Y,Withdrawn,463.0,35.0,High,1,1,0
CCC,2014B,264159.0,M,South West Region,A Level or Equivalent,40-50%,35-55,0.0,30.0,N,Pass,1375.0,803.0,High,1,0,1
CCC,2014B,264285.0,M,London Region,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,266040.0,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0.0,60.0,N,Withdrawn,469.0,37.0,High,1,1,0
CCC,2014B,266558.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0.0,90.0,Y,Withdrawn,596.0,3.0,High,1,1,0
CCC,2014B,266915.0,M,North Western Region,Lower Than A Level,60-70%,35-55,0.0,60.0,N,Withdrawn,146.0,0.0,Low,0,1,0
CCC,2014B,267118.0,F,South West Region,Lower Than A Level,30-40%,0-35,0.0,90.0,Y,Withdrawn,123.0,14.0,Low,1,1,0
CCC,2014B,268018.0,M,London Region,Lower Than A Level,40-50%,0-35,0.0,60.0,N,Withdrawn,1614.0,14.0,Low,1,1,0
CCC,2014B,268127.0,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,269676.0,M,North Western Region,Lower Than A Level,20-30%,35-55,0.0,90.0,N,Pass,4470.0,49.0,Low,1,0,1
CCC,2014B,272103.0,M,Scotland,A Level or Equivalent,30-40%,35-55,0.0,90.0,Y,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,277577.0,F,London Region,A Level or Equivalent,80-90%,35-55,0.0,120.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,277809.0,M,South East Region,A Level or Equivalent,40-50%,35-55,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,278861.0,M,Wales,A Level or Equivalent,40-50%,0-35,0.0,60.0,N,Withdrawn,10301.0,2953.0,High,1,1,0
CCC,2014B,279868.0,F,Yorkshire Region,HE Qualification,30-40%,0-35,0.0,120.0,N,Pass,280.0,66.0,High,1,0,1
CCC,2014B,279883.0,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0.0,150.0,N,Withdrawn,104.0,10.0,High,1,1,0
CCC,2014B,281261.0,M,Ireland,HE Qualification,80-90%,0-35,0.0,30.0,N,Withdrawn,569.0,69.0,High,1,1,0
CCC,2014B,281801.0,M,Wales,Post Graduate Qualification,80-90%,35-55,0.0,30.0,N,Distinction,1969.0,5.0,Other,1,0,1
CCC,2014B,282193.0,M,North Western Region,No Formal quals,20-30%,0-35,0.0,30.0,N,Pass,7920.0,494.0,Other,1,0,1
CCC,2014B,283798.0,M,London Region,Lower Than A Level,40-50%,35-55,0.0,60.0,N,Pass,898.0,4.0,Low,1,0,1
CCC,2014B,284812.0,M,Ireland,HE Qualification,80-90%,35-55,0.0,30.0,N,Distinction,3365.0,375.0,High,1,0,1
CCC,2014B,285170.0,M,London Region,A Level or Equivalent,10-20,35-55,0.0,60.0,N,Pass,11076.0,13.0,High,1,0,1
CCC,2014B,285475.0,M,Yorkshire Region,HE Qualification,30-40%,0-35,0.0,160.0,N,Pass,1127.0,337.0,High,1,0,1
CCC,2014B,289009.0,M,Yorkshire Region,HE Qualification,10-20,35-55,0.0,150.0,N,Pass,622.0,0.0,High,0,0,1
CCC,2014B,289397.0,M,South East Region,A Level or Equivalent,60-70%,0-35,0.0,60.0,Y,Withdrawn,64.0,8.0,High,1,1,0
CCC,2014B,290382.0,M,London Region,Lower Than A Level,10-20,0-35,0.0,60.0,N,Withdrawn,158.0,22.0,Low,1,1,0
CCC,2014B,291805.0,F,Wales,HE Qualification,10-20,0-35,0.0,30.0,N,Pass,3609.0,35.0,High,1,0,1
CCC,2014B,294578.0,M,London Region,HE Qualification,20-30%,0-35,0.0,60.0,N,Withdrawn,0.0,0.0,High,0,1,0
CCC,2014B,295893.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0.0,60.0,Y,Withdrawn,541.0,3.0,High,1,1,0
CCC,2014B,296411.0,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0.0,30.0,N,Pass,1225.0,44.0,High,1,0,1
CCC,2014B,298040.0,F,South Region,HE Qualification,80-90%,35-55,0.0,30.0,N,Pass,10669.0,3088.0,High,1,0,1
CCC,2014B,300059.0,M,South Region,A Level or Equivalent,40-50%,0-35,0.0,180.0,Y,Pass,293.0,18.0,High,1,0,1
