user_id,total_submissions,first_sub_time,last_sub_time,unique_problems_attempted,accepted_problems,accepted_count,unique_active_days,mid_high_attempted,first_result,D_prior,acceptance_rate,Y_low_completion
112,3,2018-09-25 00:50:32.537939+00:00,2018-09-25 03:21:33.740588+00:00,3,1,1,1,3,0,1,0.3333333333333333,1
114,12,2018-09-25 00:48:37.965628+00:00,2018-09-25 03:44:58.304754+00:00,6,5,5,1,12,0,1,0.4166666666666667,0
117,13,2018-09-25 01:01:48.811837+00:00,2018-09-25 03:34:38.838960+00:00,4,2,2,1,13,-1,0,0.15384615384615385,1
119,16,2018-09-25 00:51:03.645858+00:00,2018-09-25 03:09:10.336349+00:00,5,3,3,1,16,0,1,0.1875,1
122,13,2018-09-25 01:04:00.729706+00:00,2018-09-25 03:26:59.500712+00:00,6,0,0,1,13,4,0,0.0,1
124,15,2018-09-25 01:07:51.789531+00:00,2018-09-25 03:44:46.511100+00:00,5,2,2,1,15,0,1,0.13333333333333333,1
125,24,2018-09-25 00:47:59.484293+00:00,2018-09-25 03:29:38.629700+00:00,7,5,6,1,24,0,1,0.25,0
126,14,2018-09-25 00:52:07.317565+00:00,2018-09-25 03:40:41.164521+00:00,5,3,4,1,14,0,1,0.2857142857142857,1
128,8,2018-09-25 00:51:34.079066+00:00,2018-09-25 03:23:08.849824+00:00,4,2,2,1,8,0,1,0.25,1
129,41,2018-09-25 00:51:30.964934+00:00,2018-09-25 03:44:19.719980+00:00,7,4,4,1,41,-1,0,0.0975609756097561,1
130,1,2018-09-24 08:37:44.722769+00:00,2018-09-24 08:37:44.722769+00:00,1,1,1,1,0,0,1,1.0,1
131,22,2018-09-24 09:56:47.364112+00:00,2018-09-24 13:24:37.787338+00:00,5,3,3,1,8,-2,0,0.13636363636363635,1
132,6,2018-09-24 10:57:54.838997+00:00,2018-09-24 14:14:19.358118+00:00,3,1,1,1,3,-1,0,0.16666666666666666,1
133,4,2018-09-24 12:00:14.965592+00:00,2018-09-24 12:02:39.188330+00:00,1,1,1,1,0,-2,0,0.25,1
134,1,2018-09-24 14:00:20.540478+00:00,2018-09-24 14:00:20.540478+00:00,1,1,1,1,0,0,1,1.0,1
136,2,2018-09-24 14:21:53.116334+00:00,2018-09-24 14:22:20.444544+00:00,1,1,1,1,0,-2,0,0.5,1
137,9,2018-09-25 00:48:33.819438+00:00,2018-09-25 03:37:04.382416+00:00,6,5,5,1,9,0,1,0.5555555555555556,0
138,1,2018-09-25 00:28:16.858951+00:00,2018-09-25 00:28:16.858951+00:00,1,1,1,1,0,0,1,1.0,1
139,28,2018-09-25 00:46:45.293989+00:00,2018-09-25 03:42:55.090798+00:00,8,7,7,1,28,0,1,0.25,0
140,38,2018-09-25 00:47:34.922166+00:00,2018-09-25 03:43:45.942945+00:00,7,6,6,1,38,0,1,0.15789473684210525,0
141,6,2018-09-25 01:51:24.393710+00:00,2018-09-25 03:38:09.560212+00:00,2,1,1,1,2,-2,0,0.16666666666666666,1
143,10,2018-09-25 11:18:17.475449+00:00,2020-05-08 00:53:07.634905+00:00,8,6,6,2,0,0,1,0.6,0
144,7,2018-10-11 08:05:52.389175+00:00,2018-12-20 09:13:51.874221+00:00,5,4,4,3,0,0,1,0.5714285714285714,1
145,24,2018-10-11 08:02:47.725874+00:00,2018-12-20 08:32:09.347777+00:00,12,11,11,3,3,-2,0,0.4583333333333333,0
146,24,2018-10-11 08:13:36.230732+00:00,2018-11-15 09:07:00.396414+00:00,8,5,5,2,0,4,0,0.20833333333333334,0
149,5,2018-10-11 08:09:47.564646+00:00,2018-10-11 09:23:59.819906+00:00,4,0,0,1,2,-1,0,0.0,1
150,24,2018-10-11 08:10:44.665889+00:00,2018-10-11 09:28:09.345326+00:00,5,5,5,1,14,0,1,0.20833333333333334,0
152,29,2018-10-11 08:11:08.927729+00:00,2019-01-03 09:26:47.774325+00:00,15,14,14,4,1,0,1,0.4827586206896552,0
153,36,2018-10-11 08:06:53.451515+00:00,2018-11-15 09:19:58.410203+00:00,6,5,6,2,0,4,0,0.16666666666666666,0
154,13,2018-10-11 08:05:07.047912+00:00,2018-11-15 09:06:53.083490+00:00,8,6,6,2,3,-2,0,0.46153846153846156,0
155,23,2018-10-11 08:09:28.830875+00:00,2018-11-15 08:40:11.096168+00:00,9,8,8,2,3,0,1,0.34782608695652173,0
156,3,2018-10-11 08:41:03.337034+00:00,2018-12-20 08:17:35.989763+00:00,2,1,1,2,0,-1,0,0.3333333333333333,1
157,8,2018-11-15 09:04:54.098502+00:00,2018-11-15 09:13:55.902107+00:00,1,1,1,1,0,-2,0,0.125,1
158,1,2018-11-15 08:23:42.315816+00:00,2018-11-15 08:23:42.315816+00:00,1,0,0,1,0,-1,0,0.0,1
159,31,2018-10-11 08:15:53.577355+00:00,2020-07-12 06:59:06.352056+00:00,21,16,16,6,2,0,1,0.5161290322580645,0
160,1,2018-10-11 08:23:49.955271+00:00,2018-10-11 08:23:49.955271+00:00,1,0,0,1,0,-2,0,0.0,1
161,53,2018-10-11 08:10:01.603251+00:00,2019-01-03 09:24:15.148480+00:00,19,16,16,4,4,4,0,0.3018867924528302,0
163,23,2018-11-15 08:05:48.608997+00:00,2019-01-03 08:50:30.101960+00:00,14,12,12,3,1,0,1,0.5217391304347826,0
164,22,2018-11-15 08:10:08.450627+00:00,2019-01-03 09:10:10.561121+00:00,9,7,7,4,2,0,1,0.3181818181818182,0
165,28,2018-10-11 08:03:32.651050+00:00,2018-12-20 09:21:56.432129+00:00,12,10,10,3,2,0,1,0.35714285714285715,0
166,46,2018-10-11 08:03:14.374341+00:00,2019-01-03 09:22:09.066464+00:00,16,12,12,4,3,4,0,0.2608695652173913,0
168,13,2018-10-11 08:08:14.689581+00:00,2018-11-15 08:42:32.226125+00:00,9,9,10,4,1,0,1,0.7692307692307693,0
169,24,2018-11-15 08:06:37.817959+00:00,2018-11-15 08:46:58.774202+00:00,4,2,2,1,0,0,1,0.08333333333333333,1
170,10,2018-10-11 08:05:00.881543+00:00,2018-11-15 09:27:58.438677+00:00,10,9,9,2,1,0,1,0.9,0
172,6,2018-11-15 08:29:44.969049+00:00,2018-11-15 09:16:45.625118+00:00,2,1,1,1,0,0,1,0.16666666666666666,1
174,14,2018-10-11 08:05:55.366890+00:00,2018-12-20 09:16:04.957326+00:00,7,5,5,3,0,0,1,0.35714285714285715,0
176,25,2018-10-11 08:04:27.130889+00:00,2018-12-20 08:32:16.249810+00:00,10,5,5,3,0,0,1,0.2,0
177,24,2018-10-11 07:15:01.524686+00:00,2019-01-03 08:44:40.002679+00:00,21,19,19,4,4,0,1,0.7916666666666666,0
178,8,2019-01-03 08:18:52.563823+00:00,2019-01-03 09:06:49.431628+00:00,5,4,4,1,1,0,1,0.5,1
182,13,2020-04-30 07:07:34.380548+00:00,2020-11-16 05:43:49.522712+00:00,6,4,7,7,0,-1,0,0.5384615384615384,1
184,18,2019-01-12 06:00:57.578990+00:00,2019-01-18 02:58:22.212213+00:00,5,5,7,3,0,-2,0,0.3888888888888889,0
185,150,2019-03-12 14:09:35.928296+00:00,2020-05-15 05:12:00.342927+00:00,48,45,76,21,91,0,1,0.5066666666666667,0
186,22,2019-03-26 00:55:27.687172+00:00,2019-03-26 03:46:06.093903+00:00,6,4,4,1,0,0,1,0.18181818181818182,1
187,38,2019-03-26 00:55:21.419594+00:00,2019-03-26 03:49:01.536773+00:00,8,4,4,1,0,0,1,0.10526315789473684,1
188,33,2019-03-26 01:00:44.521077+00:00,2019-03-26 03:48:59.300821+00:00,4,3,3,1,0,-1,0,0.09090909090909091,1
189,23,2019-03-26 00:56:13.327752+00:00,2019-03-26 03:37:33.643897+00:00,9,5,5,1,0,0,1,0.21739130434782608,0
190,21,2019-03-26 00:57:09.759650+00:00,2019-03-26 03:49:27.539926+00:00,9,3,3,1,0,0,1,0.14285714285714285,1
191,24,2019-03-26 00:55:38.387465+00:00,2019-03-26 03:37:29.323032+00:00,5,2,2,1,0,-2,0,0.08333333333333333,1
192,22,2019-03-26 00:54:50.443747+00:00,2019-03-26 03:36:37.178905+00:00,8,7,7,1,0,0,1,0.3181818181818182,0
193,23,2019-03-26 01:06:33.779267+00:00,2019-03-26 03:49:25.651795+00:00,5,2,2,1,0,0,1,0.08695652173913043,1
194,7,2019-03-26 01:09:01.152223+00:00,2019-03-26 03:33:26.232320+00:00,3,2,2,1,0,0,1,0.2857142857142857,1
195,24,2019-03-26 00:54:47.912308+00:00,2019-03-26 03:44:42.003576+00:00,6,3,3,1,0,-2,0,0.125,1
196,17,2019-03-26 00:58:19.215608+00:00,2019-03-26 03:48:17.859454+00:00,4,3,3,1,0,-2,0,0.17647058823529413,1
197,33,2019-03-26 00:54:26.508156+00:00,2019-03-26 03:48:31.949309+00:00,6,4,4,1,0,0,1,0.12121212121212122,1
198,12,2019-03-26 01:10:03.649059+00:00,2019-03-26 03:49:24.492116+00:00,4,2,3,1,0,-1,0,0.25,1
199,35,2019-03-26 00:55:00.425357+00:00,2019-03-26 03:49:09.882898+00:00,5,4,4,1,0,0,1,0.11428571428571428,1
200,11,2019-03-26 01:11:38.542971+00:00,2019-03-26 03:49:47.256751+00:00,3,1,1,1,0,4,0,0.09090909090909091,1
201,21,2019-03-26 00:52:00.131055+00:00,2019-03-26 03:35:01.901747+00:00,9,9,9,1,0,0,1,0.42857142857142855,0
202,27,2019-03-26 01:01:22.229947+00:00,2019-03-26 03:49:41.740273+00:00,5,1,1,1,0,0,1,0.037037037037037035,1
203,55,2019-03-26 00:53:51.694349+00:00,2019-03-26 03:47:56.244537+00:00,7,4,4,1,0,0,1,0.07272727272727272,1
204,15,2019-03-26 00:53:25.141445+00:00,2019-03-26 03:49:25.881676+00:00,7,4,4,1,0,0,1,0.26666666666666666,1
205,15,2019-03-26 00:53:51.858901+00:00,2019-03-26 03:30:22.756871+00:00,10,10,10,1,0,0,1,0.6666666666666666,0
206,29,2019-03-26 01:01:12.901195+00:00,2019-03-26 03:42:19.117673+00:00,7,4,4,1,0,-2,0,0.13793103448275862,1
207,22,2019-03-26 00:56:22.175518+00:00,2019-03-26 03:49:40.039134+00:00,7,5,5,1,0,0,1,0.22727272727272727,0
208,22,2019-03-26 00:54:05.016005+00:00,2019-03-26 03:47:56.039902+00:00,7,4,4,1,0,0,1,0.18181818181818182,1
209,43,2019-03-26 00:53:06.295653+00:00,2019-03-26 03:39:30.214026+00:00,7,6,6,1,0,0,1,0.13953488372093023,0
210,22,2019-03-26 00:54:28.946620+00:00,2019-03-26 02:47:35.486561+00:00,7,7,7,1,0,-2,0,0.3181818181818182,0
211,33,2019-03-26 00:44:44.848645+00:00,2019-03-26 03:44:49.056606+00:00,8,5,5,1,0,-2,0,0.15151515151515152,0
212,39,2019-03-26 01:09:44.281459+00:00,2019-03-26 03:46:41.325971+00:00,5,3,3,1,0,-1,0,0.07692307692307693,1
213,20,2019-03-26 00:55:09.577082+00:00,2019-03-26 03:43:45.160516+00:00,6,5,5,1,0,0,1,0.25,0
214,17,2019-03-26 01:02:50.559195+00:00,2019-03-26 03:35:01.475467+00:00,5,3,3,1,0,-1,0,0.17647058823529413,1
215,3,2019-03-25 07:07:26.957397+00:00,2019-03-25 08:07:15.519363+00:00,3,3,3,1,0,0,1,1.0,1
216,7,2019-03-25 08:53:43.316296+00:00,2019-03-25 12:33:29.066821+00:00,6,6,6,1,0,0,1,0.8571428571428571,0
217,11,2019-03-25 07:48:34.444603+00:00,2019-03-25 12:48:54.813521+00:00,4,3,3,1,0,0,1,0.2727272727272727,1
218,28,2019-03-25 08:13:10.494951+00:00,2019-04-19 05:54:07.791843+00:00,13,11,12,5,9,0,1,0.42857142857142855,0
219,12,2019-03-25 08:43:39.794401+00:00,2019-03-25 11:13:28.922032+00:00,5,2,2,1,0,-1,0,0.16666666666666666,1
220,7,2019-03-25 09:23:57.409035+00:00,2019-03-25 11:10:41.297583+00:00,6,6,6,1,1,0,1,0.8571428571428571,0
221,17,2019-03-25 09:22:54.883444+00:00,2020-04-23 13:43:47.987467+00:00,2,1,4,2,0,-2,0,0.23529411764705882,1
223,5,2019-03-25 09:50:40.294680+00:00,2019-03-25 14:11:53.115102+00:00,4,4,4,1,2,0,1,0.8,1
224,2,2019-03-25 10:17:03.831908+00:00,2019-03-25 10:17:25.014726+00:00,1,1,1,1,2,-2,0,0.5,1
225,11,2019-03-25 10:18:40.606712+00:00,2019-03-25 10:58:30.999544+00:00,3,2,2,1,0,0,1,0.18181818181818182,1
226,4,2019-03-25 10:35:01.028436+00:00,2019-03-25 23:00:11.290593+00:00,4,4,4,1,0,0,1,1.0,1
228,1,2019-03-25 12:35:36.217464+00:00,2019-03-25 12:35:36.217464+00:00,1,1,1,1,0,0,1,1.0,1
230,2,2019-04-06 14:53:53.679212+00:00,2019-04-06 15:44:53.006121+00:00,2,2,2,1,0,0,1,1.0,1
231,48,2019-04-05 10:29:21.544236+00:00,2020-02-10 13:00:27.404177+00:00,10,10,12,12,1,0,1,0.25,0
232,11,2019-04-07 23:43:16.595380+00:00,2019-05-18 14:18:57.335438+00:00,4,3,5,5,0,0,1,0.45454545454545453,1
233,9,2019-04-14 11:28:49.495551+00:00,2019-04-14 11:49:51.585837+00:00,1,0,0,1,0,-2,0,0.0,1
234,4,2020-02-28 09:15:50.032361+00:00,2020-03-20 13:32:37.592987+00:00,2,1,1,2,0,-2,0,0.25,1
235,2,2019-04-20 03:31:15.347711+00:00,2019-04-20 03:31:21.181794+00:00,1,0,0,1,0,-2,0,0.0,1
242,2,2019-06-03 17:35:56.274988+00:00,2019-06-03 17:36:48.052036+00:00,1,1,1,1,0,-2,0,0.5,1
243,3,2019-06-11 07:25:17.580170+00:00,2019-06-11 07:44:46.384366+00:00,2,2,2,1,0,-2,0,0.6666666666666666,1
244,5,2019-06-11 07:48:02.433793+00:00,2019-06-11 07:52:47.641660+00:00,1,1,1,1,0,-2,0,0.2,1
245,186,2019-07-02 13:52:29.714875+00:00,2019-07-15 10:40:13.892855+00:00,49,42,56,10,46,0,1,0.3010752688172043,0
246,1,2019-07-05 06:16:24.957459+00:00,2019-07-05 06:16:24.957459+00:00,1,1,1,1,0,0,1,1.0,1
247,3,2019-07-05 06:15:30.660525+00:00,2019-07-05 06:16:31.180318+00:00,1,0,0,1,0,-2,0,0.0,1
248,1,2019-07-05 06:12:27.341521+00:00,2019-07-05 06:12:27.341521+00:00,1,0,0,1,0,-2,0,0.0,1
250,27,2019-07-05 06:12:45.752670+00:00,2019-07-13 09:23:30.267005+00:00,16,16,16,3,2,-2,0,0.5925925925925926,0
251,1,2019-07-05 06:14:36.132129+00:00,2019-07-05 06:14:36.132129+00:00,1,1,1,1,0,0,1,1.0,1
252,28,2019-07-05 06:11:52.738430+00:00,2019-10-17 02:26:38.362229+00:00,19,17,20,7,4,0,1,0.7142857142857143,0
254,100,2019-07-05 06:12:09.800074+00:00,2019-07-13 02:50:01.832258+00:00,42,24,27,7,26,-2,0,0.27,0
255,1,2019-07-05 06:13:42.579414+00:00,2019-07-05 06:13:42.579414+00:00,1,1,1,1,0,0,1,1.0,1
256,156,2019-07-05 06:13:42.225272+00:00,2019-07-27 03:29:59.064490+00:00,44,37,43,11,14,0,1,0.27564102564102566,0
257,52,2019-07-05 11:25:47.604509+00:00,2019-07-13 03:50:15.138947+00:00,19,16,18,4,7,0,1,0.34615384615384615,0
258,15,2019-07-06 02:28:55.256459+00:00,2019-07-16 13:06:48.861902+00:00,4,4,6,2,0,-2,0,0.4,1
259,44,2019-07-05 06:22:28.211543+00:00,2019-09-07 06:50:14.105712+00:00,25,24,24,6,12,-2,0,0.5454545454545454,0
260,44,2019-07-05 06:12:00.275750+00:00,2019-07-13 02:45:26.964197+00:00,19,13,15,6,4,0,1,0.3409090909090909,0
262,82,2019-07-05 06:15:34.762527+00:00,2019-07-13 02:16:36.326574+00:00,24,20,26,7,4,0,1,0.3170731707317073,0
263,86,2019-07-05 06:12:56.819945+00:00,2019-07-20 03:57:45.554992+00:00,21,13,14,4,4,0,1,0.16279069767441862,0
264,134,2019-07-05 07:38:47.494612+00:00,2019-07-27 03:28:17.307972+00:00,31,24,27,14,0,-2,0,0.20149253731343283,0
265,95,2019-07-05 06:14:21.795257+00:00,2019-07-22 08:47:35.732568+00:00,40,30,35,12,12,-2,0,0.3684210526315789,0
266,92,2019-07-05 06:18:38.543512+00:00,2019-07-13 02:58:20.672947+00:00,31,25,31,7,28,-2,0,0.33695652173913043,0
267,59,2019-07-05 06:14:28.152978+00:00,2019-07-20 03:32:37.561023+00:00,21,18,18,5,5,0,1,0.3050847457627119,0
268,37,2019-07-05 06:15:28.997500+00:00,2019-07-13 02:59:29.690540+00:00,15,13,16,3,5,0,1,0.43243243243243246,0
269,26,2019-07-05 06:20:34.157803+00:00,2019-07-13 02:07:30.852707+00:00,16,14,14,3,3,0,1,0.5384615384615384,0
270,24,2019-07-05 06:15:47.395291+00:00,2019-07-13 01:46:20.533075+00:00,17,14,14,4,2,0,1,0.5833333333333334,0
271,96,2019-07-05 06:16:06.955642+00:00,2019-07-27 03:29:24.964412+00:00,27,15,15,6,4,0,1,0.15625,0
272,101,2019-07-06 00:49:01.161765+00:00,2019-10-26 17:05:15.880209+00:00,26,23,23,8,13,-1,0,0.22772277227722773,0
273,71,2019-07-05 06:21:31.177066+00:00,2019-07-13 02:49:27.596169+00:00,26,22,22,6,13,0,1,0.30985915492957744,0
275,187,2019-07-05 06:21:35.778963+00:00,2021-01-19 02:40:26.206100+00:00,46,33,59,29,34,-2,0,0.3155080213903743,0
276,121,2019-07-05 06:21:52.436213+00:00,2019-07-27 03:28:22.666409+00:00,31,23,24,10,5,0,1,0.19834710743801653,0
277,106,2019-07-05 06:23:02.486311+00:00,2020-07-29 12:32:53.727125+00:00,28,24,40,12,7,0,1,0.37735849056603776,0
278,45,2019-07-05 06:24:07.163753+00:00,2020-10-24 13:49:50.133734+00:00,19,18,18,8,22,0,1,0.4,0
279,1,2019-07-05 06:26:33.730835+00:00,2019-07-05 06:26:33.730835+00:00,1,1,1,1,0,0,1,1.0,1
280,63,2019-07-05 06:31:55.887558+00:00,2019-07-31 02:14:09.390744+00:00,1,1,61,3,0,0,1,0.9682539682539683,1
281,319,2019-07-05 06:36:31.658297+00:00,2019-07-27 03:28:39.634784+00:00,31,25,50,11,0,0,1,0.15673981191222572,0
282,73,2019-07-06 00:48:29.578958+00:00,2019-07-15 05:30:27.594120+00:00,14,12,17,3,18,0,1,0.2328767123287671,0
283,36,2019-07-05 07:26:56.121661+00:00,2019-07-13 02:59:53.132210+00:00,16,12,12,4,10,0,1,0.3333333333333333,0
284,169,2019-07-05 06:52:24.634636+00:00,2019-07-20 03:50:18.691777+00:00,36,28,41,9,8,0,1,0.24260355029585798,0
285,103,2019-07-06 00:39:33.607854+00:00,2019-07-20 03:49:52.134370+00:00,36,30,32,12,11,-1,0,0.3106796116504854,0
286,96,2019-07-06 00:37:14.669083+00:00,2019-07-23 07:55:23.723900+00:00,48,39,40,9,3,6,0,0.4166666666666667,0
287,37,2019-07-06 00:44:25.363777+00:00,2019-07-20 02:58:10.763111+00:00,16,10,10,5,2,-1,0,0.2702702702702703,0
288,3,2019-07-06 15:15:01.807465+00:00,2019-07-09 02:50:23.786310+00:00,2,2,2,2,0,0,1,0.6666666666666666,1
